episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
560, 4261.238826036453, 1, 8.531195662002574, 425, 358093,                                             358093, 0.0, 16478.75
561, -4889.259532368975, 2, 7.116853138002625, 339, 358432,                                             358432, 0.0, 14367.8876953125
562, -63.26725852332311, 4, 9.920672487001866, 480, 358912,                                             358912, 0.0, 19200.21484375
563, 4073.1586607694626, 1, 5.923548124999797, 292, 359204,                                             359204, 0.0, 15803.4296875
564, 190.2839981613215, 4, 10.123489427001914, 490, 359694,                                             359694, 0.0, 19036.880859375
565, -368.8144925998058, 4, 9.74357932500061, 481, 360175,                                             360175, 0.0, 18275.193359375
566, -163.6627029136289, 4, 10.543390069000452, 525, 360700,                                             360700, 0.0, 18861.65625
567, 517.7182958722115, 4, 10.54280199799905, 540, 361240,                                             361240, 0.0, 21480.615234375
568, 4117.304722547531, 1, 8.923085623999214, 438, 361678,                                             361678, 0.0, 24707.87890625
569, 159.60554968490032, 4, 10.330292719998397, 510, 362188,                                             362188, 0.0, 20140.93359375
570, 10.162400550674647, 4, 10.337340734000463, 511, 362699,                                             362699, 0.0, 16308.650390625
571, 3533.039823412895, 1, 0.9022198070015293, 30, 362729,                                             362729, 0.0, 12042.1298828125
572, 3808.3057391643524, 1, 4.112678953999421, 196, 362925,                                             362925, 0.0, 19420.248046875
573, -5059.647061686497, 2, 10.345476318998408, 518, 363443,                                             363443, 0.0, 18052.453125
574, 656.4825395345688, 4, 10.725978090998979, 527, 363970,                                             363970, 0.0, 19593.52734375
575, 229.73169022798538, 4, 9.924397905997466, 479, 364449,                                             364449, 0.0, 19040.595703125
576, 732.1815787553787, 4, 10.337772484999732, 514, 364963,                                             364963, 0.0, 15514.0126953125
577, 3541.1558138132095, 1, 0.7186145699997724, 30, 364993,                                             364993, 0.0, 13801.8017578125
578, 3931.86255466938, 1, 6.515862016000028, 313, 365306,                                             365306, 0.0, 20559.8828125
579, -142.58912802836858, 4, 10.343350439998176, 510, 365816,                                             365816, 0.0, 19013.505859375
580, 103.90343870967627, 4, 10.726959561998228, 523, 366339,                                             366339, 0.0, 19249.70703125
581, 145.3558424199, 4, 9.539403760001733, 486, 366825,                                             366825, 0.0, 18305.189453125
582, 3572.9633498191833, 1, 0.7161450359999435, 30, 366855,                                             366855, 0.0, 23499.8359375
583, -194.79208426910918, 4, 10.725552686999436, 538, 367393,                                             367393, 0.0, 17132.58984375
584, 372.79817765951157, 4, 9.537816462998308, 487, 367880,                                             367880, 0.0, 18534.78515625
585, 229.53380745729737, 4, 10.928312967997044, 531, 368411,                                             368411, 0.0, 18937.578125
586, -36.545855675358325, 4, 9.742429574002017, 486, 368897,                                             368897, 0.0, 16823.625
587, -10.883953971788287, 4, 10.546620413999335, 533, 369430,                                             369430, 0.0, 18554.48828125
588, 367.3723124861717, 4, 10.722823465999682, 515, 369945,                                             369945, 0.0, 23350.337890625
589, 221.27617219346575, 4, 10.342545973002416, 498, 370443,                                             370443, 0.0, 17311.19921875
590, 617.8375414460897, 4, 10.730022193001787, 501, 370944,                                             370944, 0.0, 20487.890625
591, 332.2045864718966, 4, 9.738451709999936, 472, 371416,                                             371416, 0.0, 19820.642578125
592, 3547.721548974514, 1, 1.303666935000365, 49, 371465,                                             371465, 0.0, 29454.865234375
593, -87.71746451883519, 4, 9.924408416001825, 474, 371939,                                             371939, 0.0, 17168.962890625
594, 3690.550073027611, 1, 3.117152127000736, 141, 372080,                                             372080, 0.0, 25613.576171875
595, 3961.811373114586, 1, 7.518162119999033, 360, 372440,                                             372440, 0.0, 18742.072265625
596, -225.87937843211694, 4, 9.74068511600126, 491, 372931,                                             372931, 0.0, 17774.5078125
597, 32.372656068590004, 4, 10.727035230000183, 522, 373453,                                             373453, 0.0, 14834.18359375
598, 402.6499914601445, 4, 10.340757714002393, 517, 373970,                                             373970, 0.0, 18978.7890625
599, 4123.617247223854, 1, 6.730150979998143, 347, 374317,                                             374317, 0.0, 16804.7265625
600, -2365.971056270275, 4, 10.526334452999436, 519, 374836,                                             374836, 0.0, 16480.962890625
601, -341.90892747440375, 4, 9.69425295399924, 494, 375330,                                             375330, 0.0, 15644.4052734375
602, 752.5140172839165, 4, 10.72383011799684, 528, 375858,                                             375858, 0.0, 19694.005859375
603, 3699.818627715111, 1, 2.3100849830007064, 103, 375961,                                             375961, 0.0, 15915.7509765625
604, -3851.9096375338268, 2, 7.522395359999791, 361, 376322,                                             376322, 0.0, 16758.06640625
605, -131.85884456092026, 4, 9.741392005002126, 483, 376805,                                             376805, 0.0, 15851.7568359375
606, -121.10607543267542, 4, 10.54522333299974, 524, 377329,                                             377329, 0.0, 14723.3544921875
607, -200.8892113380134, 4, 10.727462797000044, 527, 377856,                                             377856, 0.0, 14361.427734375
608, -131.98822091694456, 4, 9.73835715200039, 483, 378339,                                             378339, 0.0, 14992.49609375
609, 3984.1646234989166, 1, 5.715168200000335, 264, 378603,                                             378603, 0.0, 15599.068359375
610, -3472.117212509387, 2, 5.1313560039998265, 253, 378856,                                             378856, 0.0, 13648.6904296875
611, 344.41713763587177, 4, 10.72671699700004, 526, 379382,                                             379382, 0.0, 17393.896484375
612, 777.5896875858307, 4, 10.334614700001111, 514, 379896,                                             379896, 0.0, 12569.5322265625
613, -117.88530327752233, 4, 10.728283803000522, 529, 380425,                                             380425, 0.0, 15562.2431640625
614, 324.8978233039379, 4, 10.339747604997683, 517, 380942,                                             380942, 0.0, 14556.525390625
615, 991.8598724603653, 4, 10.727371052998933, 533, 381475,                                             381475, 0.0, 14395.564453125
616, -307.85752395825693, 4, 9.742260260998592, 487, 381962,                                             381962, 0.0, 16417.20703125
617, 519.6129188388586, 4, 10.72661488200174, 519, 382481,                                             382481, 0.0, 16572.48828125
618, 789.1881336271763, 4, 10.342856636998476, 513, 382994,                                             382994, 0.0, 14793.56640625
619, 431.07491385936737, 4, 10.730271328997333, 517, 383511,                                             383511, 0.0, 15254.1171875
620, 688.4492886662483, 4, 9.542292512000131, 492, 384003,                                             384003, 0.0, 17152.494140625
621, -196.8121649493405, 4, 10.543146790998435, 523, 384526,                                             384526, 0.0, 16333.91796875
622, 4649.4769114255905, 1, 10.138186456002586, 508, 385034,                                             385034, 0.0, 14137.3359375
623, -8.524696013133507, 4, 10.128156524002407, 500, 385534,                                             385534, 0.0, 14601.5927734375
624, 588.6708923578262, 4, 10.539660585000092, 523, 386057,                                             386057, 0.0, 17740.767578125
625, -116.1657504089817, 4, 10.542777071001183, 523, 386580,                                             386580, 0.0, 15650.9716796875
626, 61.26960128813516, 4, 10.723467001000245, 529, 387109,                                             387109, 0.0, 17164.52734375
627, -116.96423350041732, 4, 10.33826630999829, 516, 387625,                                             387625, 0.0, 15737.705078125
628, 974.9693360328674, 4, 10.53998393999791, 524, 388149,                                             388149, 0.0, 14405.826171875
629, 655.9079210758209, 4, 10.545971095001732, 529, 388678,                                             388678, 0.0, 12494.1015625
630, 3617.235940992832, 1, 2.306907783000497, 103, 388781,                                             388781, 0.0, 14716.943359375
631, -222.1452525962086, 4, 9.739288365999528, 488, 389269,                                             389269, 0.0, 14261.48828125
632, 539.7004737254465, 4, 10.726440315000218, 534, 389803,                                             389803, 0.0, 14305.390625
633, 35.30040594190359, 4, 10.343605504000152, 518, 390321,                                             390321, 0.0, 14524.3701171875
634, 22.419169465079904, 4, 10.726923157002602, 538, 390859,                                             390859, 0.0, 14634.6591796875
635, 3520.9101773500443, 1, 0.712364372000593, 30, 390889,                                             390889, 0.0, 11782.615234375
636, -299.27957032469567, 4, 10.32435785099733, 514, 391403,                                             391403, 0.0, 14088.7802734375
637, 3770.8578476309776, 1, 3.723883864000527, 180, 391583,                                             391583, 0.0, 13804.62109375
638, 23.519592696917243, 4, 10.324119975997746, 518, 392101,                                             392101, 0.0, 12932.400390625
639, 3430.606361030601, 1, 7.7394325330024, 381, 392482,                                             392482, 0.0, 13886.876953125
640, 32.405976839596406, 4, 10.72546944900023, 527, 393009,                                             393009, 0.0, 14836.7685546875
641, -32.91283796587959, 4, 10.338894914002594, 522, 393531,                                             393531, 0.0, 14172.6123046875
642, 485.2739399075508, 4, 10.538501470000483, 536, 394067,                                             394067, 0.0, 14291.771484375
643, 468.41359783976804, 4, 10.723426025997469, 532, 394599,                                             394599, 0.0, 15687.986328125
644, 119.46049318520818, 4, 9.741190415999881, 483, 395082,                                             395082, 0.0, 15077.8642578125
645, 665.00265198946, 4, 10.723359304000041, 519, 395601,                                             395601, 0.0, 13786.4638671875
646, 3543.8267904520035, 1, 0.7176379840020672, 30, 395631,                                             395631, 0.0, 13122.494140625
647, 3936.441576421261, 1, 7.7184604949979985, 372, 396003,                                             396003, 0.0, 13944.9853515625
648, -172.176742014708, 4, 9.943676621998748, 492, 396495,                                             396495, 0.0, 12710.9404296875
649, -31.429124965197843, 4, 10.72613610999906, 527, 397022,                                             397022, 0.0, 13880.2021484375
650, -119.44342050980777, 4, 9.739293558999634, 485, 397507,                                             397507, 0.0, 15634.74609375
651, 934.0083914399147, 4, 10.730552607998106, 517, 398024,                                             398024, 0.0, 14879.5927734375
652, -1430.0134308170527, 4, 10.34108904399909, 499, 398523,                                             398523, 0.0, 13427.29296875
653, 192.30359487241367, 4, 10.726866261000396, 518, 399041,                                             399041, 0.0, 13657.73046875
654, 4089.762051165104, 1, 7.134910774999298, 349, 399390,                                             399390, 0.0, 14442.064453125
655, 224.0452075987705, 4, 9.927564653997251, 467, 399857,                                             399857, 0.0, 15902.4140625
656, -14.970308370422572, 4, 9.740465553000831, 478, 400335,                                             400335, 0.0, 16172.046875
657, 3967.6494019031525, 1, 5.328341921001993, 265, 400600,                                             400600, 0.0, 13044.2744140625
658, 135.6108357978519, 4, 9.926941417001217, 487, 401087,                                             401087, 0.0, 16946.09765625
659, 922.1723908185959, 4, 10.33772911699998, 528, 401615,                                             401615, 0.0, 15990.314453125
660, 463.533597946167, 4, 10.727131415998883, 531, 402146,                                             402146, 0.0, 14509.875
661, 352.500231266662, 4, 10.338486680000642, 521, 402667,                                             402667, 0.0, 15683.611328125
662, 3926.444275021553, 1, 5.112094213000091, 260, 402927,                                             402927, 0.0, 13806.8271484375
663, -49.570244460133836, 4, 9.739422624999861, 509, 403436,                                             403436, 0.0, 15228.6787109375
664, 342.89128591679037, 4, 10.724373035001918, 546, 403982,                                             403982, 0.0, 16841.71875
665, 3572.8678534030914, 1, 0.7174519219988724, 30, 404012,                                             404012, 0.0, 12658.0849609375
666, 3706.5528420209885, 1, 2.904936187002022, 140, 404152,                                             404152, 0.0, 14209.9951171875
667, 436.03265802562237, 4, 10.328517579997424, 516, 404668,                                             404668, 0.0, 16974.435546875
668, 114.22339843341615, 4, 9.738198043000011, 494, 405162,                                             405162, 0.0, 15676.87890625
669, 7.272697908803821, 4, 10.537201012000878, 531, 405693,                                             405693, 0.0, 15448.5107421875
670, 601.2986110448837, 4, 10.720223557000281, 540, 406233,                                             406233, 0.0, 13877.744140625
671, 865.8940490484238, 4, 10.335094586000196, 530, 406763,                                             406763, 0.0, 15016.9697265625
672, 491.71205904334784, 4, 10.540709248001804, 537, 407300,                                             407300, 0.0, 13456.1025390625
673, 4182.046977877617, 1, 7.531627368000045, 393, 407693,                                             407693, 0.0, 17471.580078125
674, -507.8582297684625, 4, 10.724863637999078, 533, 408226,                                             408226, 0.0, 13990.34765625
675, 253.41423185169697, 4, 9.744102414002555, 488, 408714,                                             408714, 0.0, 13279.8779296875
676, 685.4234496355057, 4, 10.727639534998161, 520, 409234,                                             409234, 0.0, 15041.0244140625
677, 3961.3291335254908, 1, 8.539533040999231, 417, 409651,                                             409651, 0.0, 15957.783203125
678, 3691.4182191491127, 1, 3.5097217360016657, 154, 409805,                                             409805, 0.0, 12218.59765625
679, 3771.62909078598, 1, 3.911062352999579, 179, 409984,                                             409984, 0.0, 13743.119140625
680, -2223.8577441498637, 4, 10.137910906996694, 509, 410493,                                             410493, 0.0, 15802.8818359375
681, 173.87823068210855, 4, 10.730626528998982, 525, 411018,                                             411018, 0.0, 17155.4609375
682, 3961.0336775779724, 1, 5.531337311000243, 267, 411285,                                             411285, 0.0, 14269.765625
683, -4197.198787053116, 2, 9.126723272998788, 432, 411717,                                             411717, 0.0, 17072.138671875
684, -205.40439056651667, 4, 9.740972065999813, 474, 412191,                                             412191, 0.0, 15351.78515625
685, 3604.086809515953, 1, 1.5206209139978455, 68, 412259,                                             412259, 0.0, 16053.9599609375
686, 201.83020771906013, 4, 10.727425338998728, 512, 412771,                                             412771, 0.0, 18026.302734375
687, 160.32907442381838, 4, 10.339134223999281, 511, 413282,                                             413282, 0.0, 16127.912109375
688, 3540.980219721794, 1, 0.90267983800004, 30, 413312,                                             413312, 0.0, 13085.0029296875
689, 120.58646413340466, 4, 10.134106068002438, 500, 413812,                                             413812, 0.0, 15296.62109375
690, 248.98644361045444, 4, 10.726411600000574, 525, 414337,                                             414337, 0.0, 13066.55859375
691, 249.97364939190447, 4, 10.33918613700007, 514, 414851,                                             414851, 0.0, 16254.4375
692, 3866.8630843162537, 1, 4.5109224320003705, 210, 415061,                                             415061, 0.0, 19819.2265625
693, 308.44396313652396, 4, 9.541346048998093, 473, 415534,                                             415534, 0.0, 15011.1162109375
694, 583.2480849705171, 4, 10.72231335899778, 524, 416058,                                             416058, 0.0, 15947.3896484375
695, 146.94894791580737, 4, 9.736828814999171, 476, 416534,                                             416534, 0.0, 14234.4853515625
696, 3540.40265083313, 1, 0.9014903110000887, 30, 416564,                                             416564, 0.0, 26474.65625
697, 375.39422871917486, 4, 10.329467233998002, 499, 417063,                                             417063, 0.0, 16525.8359375
698, 204.2399662360549, 4, 10.340599791001296, 508, 417571,                                             417571, 0.0, 12774.5751953125
699, 287.26004260778427, 4, 10.728744347001339, 519, 418090,                                             418090, 0.0, 18058.3359375
700, 74.3254813902895, 4, 10.33902912999838, 508, 418598,                                             418598, 0.0, 13149.8466796875
701, 247.12897847639397, 4, 10.716212067000015, 517, 419115,                                             419115, 0.0, 17407.39453125
702, -218.15186769299908, 4, 9.930163319000712, 477, 419592,                                             419592, 0.0, 14645.4296875
703, 466.6978383436799, 4, 9.544210682000994, 477, 420069,                                             420069, 0.0, 15523.8271484375
704, 3545.3199033737183, 1, 0.9007654689994524, 30, 420099,                                             420099, 0.0, 12186.47265625
705, 490.1266662925482, 4, 10.143148916999053, 501, 420600,                                             420600, 0.0, 17013.9765625
706, 333.161722291552, 4, 10.926945629998954, 524, 421124,                                             421124, 0.0, 18523.39453125
707, 402.5557271838188, 4, 10.339272338002047, 508, 421632,                                             421632, 0.0, 14669.853515625
708, 467.50080585479736, 4, 10.544767968000087, 517, 422149,                                             422149, 0.0, 15201.380859375
709, -2231.937907980333, 4, 10.728340524001396, 505, 422654,                                             422654, 0.0, 16095.6982421875
710, 416.83907893300056, 4, 9.926246253002319, 476, 423130,                                             423130, 0.0, 17256.240234375
711, 148.81828632485121, 4, 9.545456064002792, 472, 423602,                                             423602, 0.0, 17057.109375
712, 153.61152823490556, 4, 10.742547886002285, 535, 424137,                                             424137, 0.0, 18513.9296875
713, 3668.066439509392, 1, 2.1207123349995527, 110, 424247,                                             424247, 0.0, 14605.6337890625
714, -119.6903894339921, 4, 10.118907306001347, 505, 424752,                                             424752, 0.0, 18502.66015625
715, -226.12240206822753, 4, 9.74322433099951, 495, 425247,                                             425247, 0.0, 17698.455078125
716, 265.6643485040404, 4, 10.338617027999135, 533, 425780,                                             425780, 0.0, 17661.53515625
717, 701.9131337404251, 4, 10.725487769999745, 543, 426323,                                             426323, 0.0, 17419.529296875
718, 71.22086806793232, 4, 9.53767533500286, 496, 426819,                                             426819, 0.0, 21304.7890625
719, 225.80626696965192, 4, 10.739721469999495, 545, 427364,                                             427364, 0.0, 18559.859375
720, 4205.174209356308, 1, 8.132682621999265, 421, 427785,                                             427785, 0.0, 16575.353515625
721, 211.0783297609305, 4, 10.124234779999824, 502, 428287,                                             428287, 0.0, 19710.154296875
722, 339.25039946885954, 4, 10.33509191000121, 525, 428812,                                             428812, 0.0, 15561.1171875
723, 120.99446985637769, 4, 10.535609192000265, 546, 429358,                                             429358, 0.0, 16150.115234375
724, 510.10998195409775, 4, 10.726782251000259, 543, 429901,                                             429901, 0.0, 14456.2080078125
725, 493.2924708649516, 4, 10.334306495999044, 530, 430431,                                             430431, 0.0, 16409.044921875
726, 392.17142512707505, 4, 10.728019743000914, 535, 430966,                                             430966, 0.0, 20073.642578125
727, 236.9944362223614, 4, 9.727780287001224, 497, 431463,                                             431463, 0.0, 20074.15234375
728, -16.938883272312523, 4, 9.739977288998489, 495, 431958,                                             431958, 0.0, 20986.74609375
729, 17.113687528588343, 4, 10.727929381999274, 540, 432498,                                             432498, 0.0, 20876.654296875
730, 569.2613250166178, 4, 10.138131283998518, 516, 433014,                                             433014, 0.0, 16438.0703125
731, 200.56947841471992, 4, 10.721162060999632, 543, 433557,                                             433557, 0.0, 17442.37109375
732, 6.071931722937734, 4, 9.743022791997646, 499, 434056,                                             434056, 0.0, 18876.5625
733, 57.08840573922498, 4, 10.541280302000814, 534, 434590,                                             434590, 0.0, 17588.853515625
734, 237.68212388095162, 4, 10.727581005001412, 536, 435126,                                             435126, 0.0, 18588.513671875
735, 282.24796736068674, 4, 9.738649997998436, 495, 435621,                                             435621, 0.0, 17984.013671875
736, 317.9160767652793, 4, 10.537513575000048, 536, 436157,                                             436157, 0.0, 19676.552734375
737, 3537.474510550499, 1, 0.7186165610000899, 30, 436187,                                             436187, 0.0, 12337.435546875
738, 3931.205384306959, 1, 9.522623794000538, 479, 436666,                                             436666, 0.0, 18647.380859375
739, 239.887832777109, 4, 10.342754854002123, 522, 437188,                                             437188, 0.0, 19755.16796875
740, 4068.1817751526833, 1, 6.5143683290007175, 325, 437513,                                             437513, 0.0, 14511.44140625
741, 3745.264934659004, 1, 3.1113138719993003, 142, 437655,                                             437655, 0.0, 13198.8134765625
742, -2934.6270511746407, 4, 9.743419341000845, 500, 438155,                                             438155, 0.0, 15420.3193359375
743, 554.494372934103, 4, 10.53815357699932, 539, 438694,                                             438694, 0.0, 15656.32421875
744, 4046.473806142807, 1, 5.516225908999331, 264, 438958,                                             438958, 0.0, 20086.619140625
745, 3546.323299884796, 1, 0.7188315310013422, 30, 438988,                                             438988, 0.0, 61511.11328125
746, -68.04625393636525, 4, 10.519778260000749, 536, 439524,                                             439524, 0.0, 19794.013671875
747, 831.4123245477676, 4, 10.524330975000339, 538, 440062,                                             440062, 0.0, 21408.7109375
748, 935.6920629739761, 4, 10.33670702100062, 532, 440594,                                             440594, 0.0, 21862.306640625
749, 1.733492541108717, 4, 10.73676931999944, 550, 441144,                                             441144, 0.0, 21182.880859375
750, 3520.621453911066, 1, 0.7151303259997803, 30, 441174,                                             441174, 0.0, 18643.52734375
751, -370.87797552885604, 4, 10.524555594998674, 522, 441696,                                             441696, 0.0, 22090.58203125
752, 37.0965775350669, 4, 9.739243878000707, 487, 442183,                                             442183, 0.0, 19587.0078125
753, 3526.168013393879, 1, 0.7155821939995803, 30, 442213,                                             442213, 0.0, 20779.83203125
754, -24.949758958653547, 4, 10.327150444001745, 527, 442740,                                             442740, 0.0, 21042.373046875
755, 58.38740993477404, 4, 9.9221842070001, 491, 443231,                                             443231, 0.0, 21516.818359375
756, -156.8735702887643, 4, 9.742047702999116, 493, 443724,                                             443724, 0.0, 20415.556640625
757, -130.30680011748336, 4, 10.725065334001556, 535, 444259,                                             444259, 0.0, 22957.3359375
758, 4101.56069457531, 1, 7.3326627549977275, 378, 444637,                                             444637, 0.0, 20911.662109375
759, -232.87016013264656, 4, 10.127721810000367, 504, 445141,                                             445141, 0.0, 25155.25390625
760, 325.21855510026217, 4, 9.7407997099981, 499, 445640,                                             445640, 0.0, 21670.326171875
761, 940.5434530973434, 4, 10.72338662400216, 531, 446171,                                             446171, 0.0, 20648.06640625
762, 219.76202361634932, 4, 9.741408066001895, 490, 446661,                                             446661, 0.0, 17043.662109375
763, 4382.539230763912, 1, 9.937214023000706, 503, 447164,                                             447164, 0.0, 22674.640625
764, 3728.6647666692734, 1, 3.1047203929992975, 134, 447298,                                             447298, 0.0, 13113.697265625
765, 3269.408932864666, 1, 2.5218439910022425, 122, 447420,                                             447420, 0.0, 15575.5048828125
766, -3248.7647857666016, 3, 0.9037398139989818, 30, 447450,                                             447450, 0.0, 14821.5654296875
767, 262.2810674305074, 4, 9.74078615200051, 486, 447936,                                             447936, 0.0, 22661.3203125
768, 348.25890600075945, 4, 10.540396983000392, 537, 448473,                                             448473, 0.0, 20042.544921875
769, -456.5792659264989, 4, 10.728541663000215, 525, 448998,                                             448998, 0.0, 20126.80859375
770, 653.340966463089, 4, 10.3404404790017, 522, 449520,                                             449520, 0.0, 20778.767578125
771, 115.76897546229884, 4, 10.726868162000756, 541, 450061,                                             450061, 0.0, 20935.12890625
772, -345.7588139474392, 4, 9.738570923000225, 491, 450552,                                             450552, 0.0, 25676.560546875
773, 609.9794952869415, 4, 10.544594118000532, 529, 451081,                                             451081, 0.0, 18363.3046875
774, 3533.040724635124, 1, 0.7189709700032836, 30, 451111,                                             451111, 0.0, 23593.15625
775, 40.878111194237135, 4, 10.343251834001421, 512, 451623,                                             451623, 0.0, 19180.08203125
776, 3522.594629585743, 1, 0.7177370480021636, 30, 451653,                                             451653, 0.0, 11598.5673828125
777, 3969.578893661499, 1, 6.116499641997507, 289, 451942,                                             451942, 0.0, 21542.330078125
778, -2029.2642053915188, 4, 9.740119527999923, 485, 452427,                                             452427, 0.0, 21439.4375
779, 637.4471304416656, 4, 10.542495138997765, 536, 452963,                                             452963, 0.0, 19423.03515625
780, -297.7348043289967, 4, 10.732128134000959, 522, 453485,                                             453485, 0.0, 18186.4921875
781, 205.61172094685026, 4, 10.334945875998528, 514, 453999,                                             453999, 0.0, 17935.025390625
782, -122.90569060074631, 4, 10.723454217997642, 523, 454522,                                             454522, 0.0, 18202.12109375
783, -383.97809597849846, 4, 9.739945315999648, 470, 454992,                                             454992, 0.0, 22868.318359375
784, -376.03722625560476, 4, 10.725595025000075, 518, 455510,                                             455510, 0.0, 21103.951171875
785, 53.16295456024818, 4, 9.729663997997704, 488, 455998,                                             455998, 0.0, 18230.845703125
786, -90.32561747939326, 4, 9.9275397349993, 484, 456482,                                             456482, 0.0, 20016.228515625
787, 3705.8491577506065, 1, 2.719766807000269, 130, 456612,                                             456612, 0.0, 15607.69140625
788, 586.8779985904694, 4, 10.32278008400317, 500, 457112,                                             457112, 0.0, 18196.287109375
789, 96.12978206411935, 4, 10.335660626002209, 523, 457635,                                             457635, 0.0, 21129.45703125
790, -31.787503828294575, 4, 10.538899555998796, 529, 458164,                                             458164, 0.0, 20614.609375
791, 77.30669002077775, 4, 10.544835570999567, 527, 458691,                                             458691, 0.0, 21692.796875
792, -249.14967926498502, 4, 10.726616324001952, 531, 459222,                                             459222, 0.0, 22085.095703125
793, 316.9745624065399, 4, 10.337006539997674, 520, 459742,                                             459742, 0.0, 23702.228515625
794, 633.0816161036491, 4, 10.725681447001989, 536, 460278,                                             460278, 0.0, 24104.166015625
795, 3834.3618310689926, 1, 4.7246282160012925, 237, 460515,                                             460515, 0.0, 20648.021484375
796, 77.77749601705, 4, 10.32294760899822, 503, 461018,                                             461018, 0.0, 23274.947265625
797, -45.64235296007246, 4, 10.338342977000138, 528, 461546,                                             461546, 0.0, 21817.478515625
798, 148.49119231221266, 4, 10.725297114000568, 535, 462081,                                             462081, 0.0, 21548.802734375
799, 342.2246493715211, 4, 9.740727719999995, 473, 462554,                                             462554, 0.0, 25359.814453125
800, -229.2324597982224, 4, 10.541894181998941, 525, 463079,                                             463079, 0.0, 25326.12109375
801, 3576.2953041791916, 1, 1.2498144369965303, 47, 463126,                                             463126, 0.0, 20615.341796875
802, 3781.523100197315, 1, 3.3231471449980745, 171, 463297,                                             463297, 0.0, 19210.728515625
803, -132.992291370756, 4, 10.126914113003295, 491, 463788,                                             463788, 0.0, 24399.32421875
804, 282.1156337854336, 4, 10.342457097001898, 512, 464300,                                             464300, 0.0, 22550.71484375
805, 676.9695529043674, 4, 10.541713063001225, 523, 464823,                                             464823, 0.0, 20862.111328125
806, -253.03849021607311, 4, 10.724094414999854, 530, 465353,                                             465353, 0.0, 22482.828125
807, 256.38816198171116, 4, 9.742358678999153, 479, 465832,                                             465832, 0.0, 22911.40625
808, 3524.561504483223, 1, 0.9024344839999685, 30, 465862,                                             465862, 0.0, 20273.19140625
809, 5.350386206060648, 4, 10.144369895002455, 508, 466370,                                             466370, 0.0, 21920.052734375
810, 19.474392525968142, 4, 10.727897083001153, 520, 466890,                                             466890, 0.0, 18481.728515625
811, 3774.2046917676926, 1, 3.3093837929991423, 158, 467048,                                             467048, 0.0, 20503.529296875
812, 128.58413233299507, 4, 9.941855351000413, 488, 467536,                                             467536, 0.0, 23691.015625
813, -69.43362382613122, 4, 10.727251369000442, 526, 468062,                                             468062, 0.0, 19647.623046875
814, -80.62798828445375, 4, 9.743378798997583, 480, 468542,                                             468542, 0.0, 21447.236328125
815, -82.14465431610006, 4, 10.727903678001894, 524, 469066,                                             469066, 0.0, 18290.53125
816, 52.702175037004054, 4, 9.741504308000003, 482, 469548,                                             469548, 0.0, 17265.259765625
817, 264.4469688263489, 4, 10.540531947997806, 523, 470071,                                             470071, 0.0, 19614.841796875
818, -208.25638376391726, 4, 10.539090537997254, 529, 470600,                                             470600, 0.0, 16875.369140625
819, 795.161916077137, 4, 10.725156000000425, 524, 471124,                                             471124, 0.0, 23139.1796875
820, 4101.025544762611, 1, 6.732327054000052, 327, 471451,                                             471451, 0.0, 18109.21875
821, -140.60968824737938, 4, 10.326578108997637, 510, 471961,                                             471961, 0.0, 17991.86328125
822, 37.2837566980088, 4, 10.342930537000939, 514, 472475,                                             472475, 0.0, 19408.1875
823, 834.4255486726761, 4, 10.545051680997858, 525, 473000,                                             473000, 0.0, 20370.388671875
824, 346.5248404296872, 4, 10.726869474001433, 523, 473523,                                             473523, 0.0, 18733.97265625
825, 210.52660146234848, 4, 10.338151574000221, 522, 474045,                                             474045, 0.0, 19469.857421875
826, 3547.8484315276146, 1, 1.5020712930017908, 60, 474105,                                             474105, 0.0, 12011.986328125
827, 710.9086651206017, 4, 9.724043248999806, 482, 474587,                                             474587, 0.0, 17640.65234375
828, 840.5749613046646, 4, 10.340328964000946, 513, 475100,                                             475100, 0.0, 18117.28515625
829, 3527.3509580492973, 1, 0.9033779980018153, 30, 475130,                                             475130, 0.0, 17821.69921875
830, 353.4078510988038, 4, 10.144375580999622, 510, 475640,                                             475640, 0.0, 16704.013671875
831, 69.36858695745468, 4, 10.543388889000198, 534, 476174,                                             476174, 0.0, 18946.74609375
832, 3887.988667488098, 1, 4.715969767999923, 222, 476396,                                             476396, 0.0, 17200.181640625
833, -219.90154832880944, 4, 10.34124887699727, 509, 476905,                                             476905, 0.0, 19148.01953125
834, 756.135247707367, 4, 10.538982505000604, 528, 477433,                                             477433, 0.0, 16109.9169921875
835, 3531.030568063259, 1, 0.717574018999585, 30, 477463,                                             477463, 0.0, 53028.7109375
836, 452.16444243327715, 4, 10.530721521001396, 522, 477985,                                             477985, 0.0, 15949.74609375
837, -266.23708862252533, 4, 9.929924406002101, 490, 478475,                                             478475, 0.0, 19753.78125
838, 3663.744088768959, 1, 1.918112128998473, 94, 478569,                                             478569, 0.0, 17283.59375
839, -63.18796610622667, 4, 10.121316519001994, 493, 479062,                                             479062, 0.0, 15692.0966796875
840, 3649.5259630680084, 1, 1.9220042009983445, 87, 479149,                                             479149, 0.0, 16371.0205078125
841, 3784.130368947983, 1, 4.110369617003016, 191, 479340,                                             479340, 0.0, 18335.123046875
842, 3834.4042724370956, 1, 5.730975476999447, 287, 479627,                                             479627, 0.0, 22996.662109375
