episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1124, 655.2980927228928, 4, 10.72453140899961, 512, 603579,                                             603579, 0.0, 19176.30078125
1125, 16.692393593140878, 4, 9.740398652000295, 472, 604051,                                             604051, 0.0, 19730.263671875
1126, 787.1143790483475, 4, 10.730195419000665, 512, 604563,                                             604563, 0.0, 20983.755859375
1127, -181.810833179974, 4, 9.740084686996852, 468, 605031,                                             605031, 0.0, 22379.298828125
1128, -332.9805396327283, 4, 10.543223520002357, 510, 605541,                                             605541, 0.0, 19816.90625
1129, 4313.389834880829, 1, 9.725858850000805, 465, 606006,                                             606006, 0.0, 22456.88671875
1130, -3465.4994769990444, 3, 6.115898707001179, 294, 606300,                                             606300, 0.0, 22285.24609375
1131, 51.76064931121073, 4, 10.340305672998511, 503, 606803,                                             606803, 0.0, 22013.462890625
1132, 909.1152576208115, 4, 10.928237132000504, 519, 607322,                                             607322, 0.0, 20961.376953125
1133, 157.39567972284567, 4, 10.34098723200077, 500, 607822,                                             607822, 0.0, 22562.1484375
1134, -66.01227408461273, 4, 10.538944163999986, 511, 608333,                                             608333, 0.0, 23082.6640625
1135, 3574.990894675255, 1, 1.303233046000969, 47, 608380,                                             608380, 0.0, 13538.048828125
1136, 623.4960521161556, 4, 9.739883053996891, 478, 608858,                                             608858, 0.0, 20801.44921875
1137, -23.19637250492815, 4, 10.544980578997638, 513, 609371,                                             609371, 0.0, 23191.84765625
1138, 3814.418259881437, 1, 9.138072640998871, 441, 609812,                                             609812, 0.0, 23822.095703125
1139, -70.42468864117109, 4, 10.126332184998319, 485, 610297,                                             610297, 0.0, 26840.869140625
1140, 3683.834937095642, 1, 2.3247714120007004, 105, 610402,                                             610402, 0.0, 24377.14453125
1141, 53.75697850197321, 4, 9.928011774001789, 486, 610888,                                             610888, 0.0, 26642.69921875
1142, 290.886782434769, 4, 10.34095561399954, 511, 611399,                                             611399, 0.0, 25951.521484375
1143, 4050.4976286888123, 1, 5.933008066000184, 287, 611686,                                             611686, 0.0, 23762.1484375
1144, -331.17520689978846, 4, 10.328187566999986, 497, 612183,                                             612183, 0.0, 24534.08203125
1145, 712.264190018177, 4, 10.336983703000442, 508, 612691,                                             612691, 0.0, 25053.494140625
1146, 418.77048486471176, 4, 10.729489658999228, 527, 613218,                                             613218, 0.0, 19086.185546875
1147, -318.3907419294119, 4, 9.923279235001246, 471, 613689,                                             613689, 0.0, 21037.71484375
1148, 179.1273876724881, 4, 9.724811189997126, 468, 614157,                                             614157, 0.0, 19219.55859375
1149, 3693.045725941658, 1, 2.1258660120001878, 100, 614257,                                             614257, 0.0, 35418.59375
1150, -2086.460053975694, 4, 10.126197566998599, 489, 614746,                                             614746, 0.0, 23938.203125
1151, 3973.3194173574448, 1, 5.530308481000247, 266, 615012,                                             615012, 0.0, 27403.912109375
1152, -111.61606416036375, 4, 10.527406633998908, 508, 615520,                                             615520, 0.0, 20986.09765625
1153, 3558.900064229965, 1, 0.7190129590017023, 30, 615550,                                             615550, 0.0, 25455.7890625
1154, 3834.959645807743, 1, 5.313045101000171, 246, 615796,                                             615796, 0.0, 17451.431640625
1155, -900.9375502058538, 4, 9.922817942002439, 468, 616264,                                             616264, 0.0, 19944.99609375
1156, 362.4043275718577, 4, 10.342986240000755, 501, 616765,                                             616765, 0.0, 26738.779296875
1157, 39.11310675065761, 4, 10.72581608299879, 511, 617276,                                             617276, 0.0, 20617.69921875
1158, -254.11841039045248, 4, 9.74103163700056, 472, 617748,                                             617748, 0.0, 21764.724609375
1159, 3580.8285195827484, 1, 1.3186031129989715, 60, 617808,                                             617808, 0.0, 22418.28515625
1160, 3964.0742337703705, 1, 5.106582880998758, 244, 618052,                                             618052, 0.0, 24486.40625
1161, -5.458934880851302, 4, 10.142417859002308, 500, 618552,                                             618552, 0.0, 26544.712890625
1162, -102.48679671838181, 4, 10.722753243997431, 516, 619068,                                             619068, 0.0, 26896.859375
1163, 262.2363088928978, 4, 9.743725871001516, 474, 619542,                                             619542, 0.0, 27175.931640625
1164, 116.38980272971094, 4, 10.726532043998304, 517, 620059,                                             620059, 0.0, 23317.126953125
1165, 490.17655707895756, 4, 9.738039922001917, 473, 620532,                                             620532, 0.0, 32506.107421875
1166, 3853.9929679632187, 1, 4.323544116999983, 213, 620745,                                             620745, 0.0, 21896.6640625
1167, -95.10931281535886, 4, 10.927657964999526, 519, 621264,                                             621264, 0.0, 22160.65625
1168, 3580.494168996811, 1, 0.9059507659985684, 30, 621294,                                             621294, 0.0, 21747.169921875
1169, -85.9190404365454, 4, 10.321402031997422, 504, 621798,                                             621798, 0.0, 26270.693359375
1170, 319.87832852982683, 4, 10.33736511999814, 515, 622313,                                             622313, 0.0, 27222.53125
1171, 983.5873856544495, 4, 10.727313293999032, 526, 622839,                                             622839, 0.0, 31419.8046875
1172, -103.66951374994824, 4, 9.742289454999991, 475, 623314,                                             623314, 0.0, 28011.19140625
1173, -241.01261410940788, 4, 10.722599223001453, 521, 623835,                                             623835, 0.0, 23250.970703125
1174, 86.71943555731355, 4, 10.337802098998509, 502, 624337,                                             624337, 0.0, 23915.482421875
1175, 152.84297977905953, 4, 10.732167363999906, 516, 624853,                                             624853, 0.0, 24730.779296875
1176, 3899.848839327693, 1, 9.522357056997862, 451, 625304,                                             625304, 0.0, 23578.388671875
1177, 117.85109702588306, 4, 9.743125069999223, 467, 625771,                                             625771, 0.0, 25214.623046875
1178, 9.856509542558342, 4, 10.723216604001209, 503, 626274,                                             626274, 0.0, 25251.798828125
1179, 86.99187125917524, 4, 10.531591865001246, 503, 626777,                                             626777, 0.0, 24387.85546875
1180, 45.4786227583827, 4, 10.340475329001492, 503, 627280,                                             627280, 0.0, 32168.1875
1181, -53.02599196974188, 4, 10.538951823000389, 511, 627791,                                             627791, 0.0, 24136.21875
1182, -262.37878198362887, 4, 10.538076447999629, 522, 628313,                                             628313, 0.0, 24771.34375
1183, -48.72019644669672, 4, 10.720927195998229, 511, 628824,                                             628824, 0.0, 25729.591796875
1184, 656.6524422466755, 4, 10.338133310000558, 506, 629330,                                             629330, 0.0, 25559.2109375
1185, 1021.5992141962051, 4, 10.53608201300085, 514, 629844,                                             629844, 0.0, 23208.39453125
1186, 3750.1695443987846, 1, 3.5116715550029767, 164, 630008,                                             630008, 0.0, 22819.05859375
1187, 436.20214224467054, 4, 10.726039937999303, 523, 630531,                                             630531, 0.0, 25007.4296875
1188, 522.6142305284739, 4, 10.339225872001407, 509, 631040,                                             631040, 0.0, 24074.31640625
1189, -9.598269492322288, 4, 10.727890402002231, 519, 631559,                                             631559, 0.0, 23639.21484375
1190, 488.0181823964231, 4, 10.34213138099949, 502, 632061,                                             632061, 0.0, 25272.603515625
1191, 11.152092148418888, 4, 10.725566486999014, 516, 632577,                                             632577, 0.0, 25992.189453125
1192, 112.83576339752835, 4, 9.739523811000254, 474, 633051,                                             633051, 0.0, 27815.447265625
1193, -49.047468341479544, 4, 10.725317069001903, 518, 633569,                                             633569, 0.0, 22686.19140625
1194, 109.87899629940512, 4, 10.338169979000668, 504, 634073,                                             634073, 0.0, 25650.529296875
1195, 40.70525432936847, 4, 10.726488569998764, 515, 634588,                                             634588, 0.0, 24818.69140625
1196, 3995.1271076202393, 1, 6.326548559998628, 307, 634895,                                             634895, 0.0, 22309.841796875
1197, 16.250476037850603, 4, 10.730631242000527, 516, 635411,                                             635411, 0.0, 27033.380859375
1198, -99.50364729983266, 4, 9.74215612199987, 480, 635891,                                             635891, 0.0, 26163.431640625
1199, 3546.96511387825, 1, 0.902250922001258, 30, 635921,                                             635921, 0.0, 29171.7578125
1200, 166.80153945996426, 4, 10.13762328699886, 495, 636416,                                             636416, 0.0, 25052.0625
1201, 278.7636710802617, 4, 10.670214034002129, 517, 636933,                                             636933, 0.0, 27203.064453125
1202, 467.33172561973333, 4, 9.738815577002242, 473, 637406,                                             637406, 0.0, 25342.32421875
1203, 440.4578813314438, 4, 10.537423909998324, 511, 637917,                                             637917, 0.0, 26024.828125
1204, 542.7851301431656, 4, 10.731882236999809, 510, 638427,                                             638427, 0.0, 27397.34765625
1205, 377.0576617490151, 4, 10.336659658001736, 512, 638939,                                             638939, 0.0, 24863.3828125
1206, 307.78083896264434, 4, 10.726318845998321, 514, 639453,                                             639453, 0.0, 25126.4921875
1207, -110.95066389674321, 4, 10.339052594998066, 510, 639963,                                             639963, 0.0, 22578.908203125
1208, -272.1038414952345, 4, 10.722068037001009, 516, 640479,                                             640479, 0.0, 23725.380859375
1209, -59.57648283452727, 4, 9.73936751400106, 469, 640948,                                             640948, 0.0, 21440.013671875
1210, 3696.3900134563446, 1, 2.905101915999694, 129, 641077,                                             641077, 0.0, 20884.53125
1211, 72.14365253935102, 4, 10.142164741999295, 496, 641573,                                             641573, 0.0, 23787.40234375
1212, 3778.2899671792984, 1, 3.707375100002537, 166, 641739,                                             641739, 0.0, 18503.5546875
1213, 218.41395811818074, 4, 10.340961166999477, 501, 642240,                                             642240, 0.0, 24110.064453125
1214, 710.2994106411934, 4, 10.72464110600049, 516, 642756,                                             642756, 0.0, 24084.00390625
1215, 3972.565111041069, 1, 6.534046824002871, 318, 643074,                                             643074, 0.0, 25146.232421875
1216, 71.60434389580041, 4, 10.740926422000484, 523, 643597,                                             643597, 0.0, 24240.583984375
1217, -349.57629993744195, 4, 10.540851863999706, 516, 644113,                                             644113, 0.0, 22052.533203125
1218, 929.0312638282776, 4, 10.72563478900338, 513, 644626,                                             644626, 0.0, 20470.287109375
1219, 45.78899739892222, 4, 9.53912829300316, 477, 645103,                                             645103, 0.0, 24396.537109375
1220, 431.7103501558304, 4, 10.923302965002222, 517, 645620,                                             645620, 0.0, 25066.095703125
1221, 37.60543144447729, 4, 10.340972578000219, 500, 646120,                                             646120, 0.0, 22990.396484375
1222, 17.36877542734146, 4, 10.537707268002123, 514, 646634,                                             646634, 0.0, 26832.75390625
1223, 69.49593633797485, 4, 10.727776259001985, 504, 647138,                                             647138, 0.0, 24780.591796875
1224, -307.3135631810874, 4, 9.73810322099962, 476, 647614,                                             647614, 0.0, 29177.498046875
1225, -60.50772512052208, 4, 10.539145400998677, 505, 648119,                                             648119, 0.0, 24620.904296875
1226, 4349.372341632843, 1, 10.11965154200152, 487, 648606,                                             648606, 0.0, 28800.70703125
1227, 132.77588223619387, 4, 9.939804181998625, 494, 649100,                                             649100, 0.0, 26763.779296875
1228, 325.250468752929, 4, 10.542178300001979, 508, 649608,                                             649608, 0.0, 24948.541015625
1229, -331.2747647687793, 4, 10.542815542998142, 516, 650124,                                             650124, 0.0, 20049.904296875
1230, 3822.6327508687973, 1, 4.10927277600058, 183, 650307,                                             650307, 0.0, 26364.052734375
1231, 119.7417987044173, 4, 9.940400193001551, 486, 650793,                                             650793, 0.0, 24462.3671875
1232, 598.7441175580025, 4, 10.541334001001815, 517, 651310,                                             651310, 0.0, 30644.05859375
1233, 883.4426102936268, 4, 10.542598608000844, 512, 651822,                                             651822, 0.0, 20345.861328125
1234, -247.88282826566137, 4, 10.727148046000366, 513, 652335,                                             652335, 0.0, 22900.501953125
1235, -420.86158151272684, 4, 9.924780189001467, 473, 652808,                                             652808, 0.0, 21261.978515625
1236, 105.38222756120376, 4, 9.741944151999633, 476, 653284,                                             653284, 0.0, 17904.818359375
1237, 183.86225898883276, 4, 10.537892100997851, 513, 653797,                                             653797, 0.0, 30031.703125
1238, -252.55617315601557, 4, 10.724611296998773, 516, 654313,                                             654313, 0.0, 23104.052734375
1239, 3721.4594542980194, 1, 2.7268431830016198, 124, 654437,                                             654437, 0.0, 19992.439453125
1240, -321.61861314973794, 4, 10.728241966000496, 514, 654951,                                             654951, 0.0, 23117.966796875
1241, -356.6961582750082, 4, 9.926539215000957, 474, 655425,                                             655425, 0.0, 25676.896484375
1242, 3674.1320999860764, 1, 2.1165515499997127, 106, 655531,                                             655531, 0.0, 13003.2890625
1243, 3567.2490621618927, 1, 5.112446546998399, 236, 655767,                                             655767, 0.0, 21878.765625
1244, 151.7160614700988, 4, 10.142346413998894, 489, 656256,                                             656256, 0.0, 21509.236328125
1245, -17.777603906113654, 4, 10.541774828998314, 514, 656770,                                             656770, 0.0, 20383.966796875
1246, 50.94741316263389, 4, 10.72647115700238, 520, 657290,                                             657290, 0.0, 19286.984375
1247, -261.0274860713398, 4, 9.738960624003084, 473, 657763,                                             657763, 0.0, 22348.912109375
1248, 3520.92509919405, 1, 0.7156006389996037, 30, 657793,                                             657793, 0.0, 35303.7109375
1249, 518.7327033877373, 4, 10.524825563999912, 508, 658301,                                             658301, 0.0, 21990.22265625
1250, -376.705569088459, 4, 9.74130311800036, 469, 658770,                                             658770, 0.0, 24564.265625
1251, -112.53432398894802, 4, 10.540082881001581, 513, 659283,                                             659283, 0.0, 22969.166015625
1252, 541.1319287568331, 4, 10.727804030000698, 515, 659798,                                             659798, 0.0, 24340.892578125
1253, 372.64015030680457, 4, 9.737142567999399, 474, 660272,                                             660272, 0.0, 18688.05859375
1254, 143.1197870252654, 4, 10.723216418999073, 517, 660789,                                             660789, 0.0, 18856.5859375
1255, 3832.4072588682175, 1, 3.122633536997455, 155, 660944,                                             660944, 0.0, 14536.322265625
1256, -302.61413862742484, 4, 10.322485812997911, 495, 661439,                                             661439, 0.0, 21770.5625
1257, 118.97724867591751, 4, 9.743704854001408, 469, 661908,                                             661908, 0.0, 22994.67578125
1258, -739.033862605691, 4, 10.725569179001468, 515, 662423,                                             662423, 0.0, 21632.626953125
1259, 263.2319283038378, 4, 9.740806286998122, 473, 662896,                                             662896, 0.0, 20110.02734375
1260, 855.8494130373001, 4, 10.53731270699791, 505, 663401,                                             663401, 0.0, 19102.6328125
1261, 203.27169688371941, 4, 10.723087540998677, 509, 663910,                                             663910, 0.0, 21172.9140625
1262, 289.17051511630416, 4, 9.737020738997671, 473, 664383,                                             664383, 0.0, 19750.36328125
1263, 97.59647356567439, 4, 10.539372415001708, 503, 664886,                                             664886, 0.0, 19124.025390625
1264, -102.84848745446652, 4, 10.727522631001193, 514, 665400,                                             665400, 0.0, 19783.818359375
1265, 167.89201956780744, 4, 10.334424575998128, 504, 665904,                                             665904, 0.0, 17281.83203125
1266, -1378.214889861527, 4, 10.537203643001703, 514, 666418,                                             666418, 0.0, 16466.861328125
1267, 253.25730620976537, 4, 10.724831135998102, 507, 666925,                                             666925, 0.0, 20166.783203125
1268, 434.5237123668194, 4, 9.729949930002476, 458, 667383,                                             667383, 0.0, 19073.451171875
1269, 3849.59426677227, 1, 5.7276625000013155, 279, 667662,                                             667662, 0.0, 19443.25390625
1270, -67.10083149338607, 4, 10.523362017000181, 503, 668165,                                             668165, 0.0, 21428.30859375
1271, 3638.01175737381, 1, 1.5211113019977347, 64, 668229,                                             668229, 0.0, 25255.326171875
1272, -46.823872773034964, 4, 9.922107821999816, 465, 668694,                                             668694, 0.0, 24031.283203125
1273, 57.19474416883895, 4, 10.140645973999199, 498, 669192,                                             669192, 0.0, 18755.345703125
1274, 4030.5940368175507, 1, 3.7225939329982793, 181, 669373,                                             669373, 0.0, 20041.60546875
1275, 3712.4507271647453, 1, 3.7061218509988976, 159, 669532,                                             669532, 0.0, 18620.33203125
1276, -3116.058428913355, 3, 9.139169457001117, 454, 669986,                                             669986, 0.0, 19828.935546875
1277, 108.22654338134453, 4, 10.728066595998826, 520, 670506,                                             670506, 0.0, 19822.783203125
1278, 3570.5028023719788, 1, 0.7199550820005243, 30, 670536,                                             670536, 0.0, 14615.12890625
1279, -37.45698227081448, 4, 10.723844443997223, 517, 671053,                                             671053, 0.0, 18231.919921875
1280, 524.5599585175514, 4, 9.54191037900091, 468, 671521,                                             671521, 0.0, 20699.623046875
1281, 47.02795256720856, 4, 10.931150664000597, 523, 672044,                                             672044, 0.0, 22506.740234375
1282, 103.20008440222591, 4, 9.920156754997151, 461, 672505,                                             672505, 0.0, 18009.583984375
1283, -26.09219920122996, 4, 10.33939018700039, 498, 673003,                                             673003, 0.0, 22405.3046875
1284, -84.31104636733653, 4, 10.725266002998978, 511, 673514,                                             673514, 0.0, 16896.15234375
1285, 153.83791000314523, 4, 10.334953787001723, 502, 674016,                                             674016, 0.0, 20124.583984375
1286, 583.9614137709141, 4, 10.54000061899933, 518, 674534,                                             674534, 0.0, 19119.8984375
